map{ id = "examples/outside_store", description = "Outside Store" }
map{ id = "extensions/east_continent/a1", description = "A1 (West Coast)" }
map{ id = "extensions/east_continent/out", description = "Outside" }
map{ id = "extensions/southern_hyrule/out/map_00", description = "Map 00" }
map{ id = "extensions/southern_hyrule/out/map_01", description = "Map 01" }
map{ id = "extensions/southern_hyrule/out/map_02", description = "Map 02" }
map{ id = "extensions/southern_hyrule/out/map_03", description = "Map 03" }
map{ id = "extensions/southern_hyrule/out/map_06", description = "Map 06" }
map{ id = "extensions/southern_hyrule/out/map_09", description = "Map 09" }
map{ id = "extensions/southern_hyrule/out/map_10", description = "Map 10" }
map{ id = "extensions/southern_hyrule/out/map_11", description = "Map 11" }
map{ id = "extensions/southern_hyrule/out/map_15", description = "Map 15" }
map{ id = "extensions/southern_hyrule/out/map_16", description = "Map 16" }
map{ id = "extensions/southern_hyrule/out/map_17", description = "Map 17" }
map{ id = "extensions/southern_hyrule/out/map_20", description = "Map 20" }
map{ id = "extensions/southern_hyrule/out/map_26", description = "Map 26" }
map{ id = "inside/castle/0f", description = "Castle (Ground Floor)" }
map{ id = "inside/castle/rooms", description = "Castle (Bedrooms)" }
map{ id = "inside/caves/cordinia_town/fairy_cave", description = "Fairy Cave" }
map{ id = "inside/caves/death_mountains/unused_cave", description = "Unused Cave" }
map{ id = "inside/caves/east_castle/blacksmith_cave", description = "Blacksmith Cave" }
map{ id = "inside/caves/east_castle/east_swamp_cave", description = "East Swamp Cave" }
map{ id = "inside/caves/east_castle/temple_of_time_cave", description = "Temple of Time Cave" }
map{ id = "inside/caves/east_castle/to_blacksmith", description = "Cave to blacksmith" }
map{ id = "inside/caves/east_mountains/divine_ore_cave", description = "Divine Ore Cave" }
map{ id = "inside/caves/east_mountains/shop", description = "East Mountains Shop" }
map{ id = "inside/caves/east_mountains/to_east_castle_0f", description = "Cave to the East of the Castle (Ground Floor)" }
map{ id = "inside/caves/east_mountains/to_east_castle_b1", description = "Cave to the East of the Castle (Basement 1)" }
map{ id = "inside/caves/faron_woods/island_cave", description = "Island Cave" }
map{ id = "inside/caves/gerudo_valley/cave_fairy_1", description = "Gerudo Fairy Cave 1" }
map{ id = "inside/caves/gerudo_valley/north_east_desert_cave_1f", description = "North East Desert Cave (1st Floor)" }
map{ id = "inside/caves/hyrule_town/lamp_cave", description = "Lamp Cave" }
map{ id = "inside/caves/kakarico_village/north_cave", description = "North Cave" }
map{ id = "inside/caves/mountains/fairy_cave_1", description = "West Fairy Cave" }
map{ id = "inside/caves/mountains/goron_town_0f", description = "Goron Town (1st Floor)" }
map{ id = "inside/caves/mountains/goron_town_b1", description = "Goron Town (Basement 1)" }
map{ id = "inside/caves/mountains/lost_old_man", description = "Lost old man cave" }
map{ id = "inside/caves/mountains/spectacle_rock_0f", description = "Spectacle Rock (1st Floor)" }
map{ id = "inside/caves/mountains/spectacle_rock_b1", description = "Spectacle Rock (Basement 1)" }
map{ id = "inside/caves/mountains/to_fire_temple", description = "Cave to the Fire Temple" }
map{ id = "inside/caves/mountains/to_west_upper_mountains_0f", description = "Cave to Spectacle Rock (Ground Floor)" }
map{ id = "inside/caves/mountains/to_west_upper_mountains_1f", description = "Cave to Spectacle Rock (1st Floor)" }
map{ id = "inside/caves/mountains/to_west_upper_mountains_b1", description = "Cave to Spectacle Rock (Basement 1)" }
map{ id = "inside/caves/north_field/hylia_to_kakarico", description = "Hylia to Kakarico" }
map{ id = "inside/caves/north_field/marathon_man_building", description = "Marathon Man building" }
map{ id = "inside/caves/north_field/ruins_cave", description = "Ruins Cave" }
map{ id = "inside/caves/north_field/sanctuary_fairy", description = "Sanctuary Fairy Cave" }
map{ id = "inside/caves/parapa_town/great_fairy", description = "Great Fairy Cave" }
map{ id = "inside/caves/parapa_town/mineshaft_1f", description = "Mineshaft (1st Floor)" }
map{ id = "inside/caves/rito_village/rito_village", description = "inside/caves/rito_village/rito_village" }
map{ id = "inside/caves/rito_village/strongest_tournament_easy", description = "Strongest Tournament (Easy)" }
map{ id = "inside/caves/snowpeaks/ice_cave", description = "Ice Cave" }
map{ id = "inside/caves/south_field/north_east_swamp_cave", description = "Rupees South Swamp Cave" }
map{ id = "inside/caves/south_field/vah_naboris_fairy_cave", description = "Vah'Naboris Fairy Cave" }
map{ id = "inside/caves/west_forest/kokiri_cave", description = "Kokiri Cave" }
map{ id = "inside/caves/west_forest/sacred_grove_hideout", description = "Sacred Grove Hideout" }
map{ id = "inside/caves/zora_forest/domain_entrance_cave", description = "Domain Entrace Cave" }
map{ id = "inside/caves/zora_forest/river_cave", description = "River Cave" }
map{ id = "inside/houses/cordinia_town/chest_house", description = "Chest house" }
map{ id = "inside/houses/cordinia_town/green_hut", description = "Green Hut" }
map{ id = "inside/houses/cordinia_town/pond_house", description = "Pond House" }
map{ id = "inside/houses/cordinia_town/witch_hut", description = "Witch's Hut" }
map{ id = "inside/houses/east_castle/blacksmith", description = "Blacksmith" }
map{ id = "inside/houses/east_castle/garden_house", description = "Garden House" }
map{ id = "inside/houses/east_castle/shop", description = "East Castle Shop" }
map{ id = "inside/houses/faron_woods/mapper_house", description = "Mapper's House" }
map{ id = "inside/houses/gerudo_village/shop", description = "Gerudo shop" }
map{ id = "inside/houses/hyrule_town/archery_house", description = "Archery Minigame" }
map{ id = "inside/houses/hyrule_town/bakery", description = "Bakery" }
map{ id = "inside/houses/hyrule_town/bank", description = "Bank" }
map{ id = "inside/houses/hyrule_town/courtyard_house", description = "Courtyard house" }
map{ id = "inside/houses/hyrule_town/fisher_house", description = "Fisher's House" }
map{ id = "inside/houses/hyrule_town/grey_house", description = "Grey House" }
map{ id = "inside/houses/hyrule_town/inn", description = "Hyrule Town Inn" }
map{ id = "inside/houses/hyrule_town/laundry_house", description = "Laundry House" }
map{ id = "inside/houses/hyrule_town/library", description = "Library" }
map{ id = "inside/houses/hyrule_town/pink_house", description = "Pink shop" }
map{ id = "inside/houses/hyrule_town/purple_house", description = "Purple House" }
map{ id = "inside/houses/hyrule_town/shop", description = "Shop" }
map{ id = "inside/houses/hyrule_town/temple_of_time", description = "Temple of Time" }
map{ id = "inside/houses/hyrule_town/vase_house", description = "Vase House" }
map{ id = "inside/houses/hyrule_town/wooden_house", description = "Wooden House" }
map{ id = "inside/houses/kakariko_village/blind_hideout", description = "Blind Hideout" }
map{ id = "inside/houses/kakariko_village/chest_house", description = "Chest House" }
map{ id = "inside/houses/kakariko_village/chicken_house", description = "Chicken House" }
map{ id = "inside/houses/kakariko_village/grandma_house", description = "Grandma House" }
map{ id = "inside/houses/kakariko_village/graveyard", description = "Graveyard" }
map{ id = "inside/houses/kakariko_village/inn", description = "Kakarico Inn" }
map{ id = "inside/houses/kakariko_village/library", description = "Library" }
map{ id = "inside/houses/kakariko_village/mapper_shop", description = "Mapper's Shop" }
map{ id = "inside/houses/kakariko_village/milk_bar", description = "Milk Bar" }
map{ id = "inside/houses/kakariko_village/sahasrahla", description = "Sahasrahla House" }
map{ id = "inside/houses/kakariko_village/shop", description = "Kakarico Shop" }
map{ id = "inside/houses/kakariko_village/windmill", description = "Windmill" }
map{ id = "inside/houses/north_field/sanctuary", description = "Sanctuary" }
map{ id = "inside/houses/north_west_castle/fortune_teller", description = "Fortune Teller" }
map{ id = "inside/houses/north_west_castle/grey_house", description = "Grey House" }
map{ id = "inside/houses/north_west_castle/poultry_shop", description = "Poultry Shop" }
map{ id = "inside/houses/north_west_castle/red_house", description = "Red House (Potion Maker)" }
map{ id = "inside/houses/north_west_castle/treasure_house", description = "Treasure House" }
map{ id = "inside/houses/parapa_town/blue_shop", description = "Blue Shop" }
map{ id = "inside/houses/snowpeaks/shop", description = "Snow Shop" }
map{ id = "inside/houses/south_field/flower_house", description = "Flower House" }
map{ id = "inside/houses/south_field/lost_woods_map_house", description = "Lost Woods Map House" }
map{ id = "inside/houses/south_field/ravios_house", description = "Ravio's House" }
map{ id = "inside/houses/west_forest/deku_tree", description = "Deku Tree Entrance" }
map{ id = "inside/houses/zora_forest/camper_house", description = "Camper's House" }
map{ id = "inside/houses/zora_forest/forest_hideout", description = "Forest Hideout" }
map{ id = "inside/houses/zora_forest/red_hut", description = "Red Hut" }
map{ id = "inside/houses/zora_village/shop", description = "Zora Shop" }
map{ id = "inside/houses/zora_village/trading_house", description = "Rare Pearl House" }
map{ id = "inside/houses/zora_village/zora_king", description = "Zora King" }
map{ id = "inside/shrines/attack", description = "Doomsday map" }
map{ id = "inside/shrines/golden_lynel/0f", description = "inside/shrines/golden_lynel/0f" }
map{ id = "inside/shrines/lighthouse/0f", description = "Lighthouse (Ground Floor)" }
map{ id = "inside/shrines/lighthouse/1f", description = "Lighthouse (1st Floor)" }
map{ id = "inside/shrines/shibo_nayru/0f", description = "Shibo Nayru's Shrine (Ground Floor)" }
map{ id = "memory/00", description = "(Unused)" }
map{ id = "menus/credits", description = "Credits" }
map{ id = "menus/introduction", description = "Introduction" }
map{ id = "menus/outside_map", description = "Outside map" }
map{ id = "misc/lost_woods", description = "Lost Woods test" }
map{ id = "misc/minigame_arrow", description = "Arrow Minigame" }
map{ id = "misc/test_arena", description = "Testing Arena" }
map{ id = "misc/test_ground", description = "Testing Ground" }
map{ id = "out/a1", description = "A1 (Ruins)" }
map{ id = "out/a2", description = "A2 (Hylia Lake, Water Temple)" }
map{ id = "out/a3", description = "A3 (Kakariko Village)" }
map{ id = "out/a4", description = "A4 (Lost Woods)" }
map{ id = "out/a5", description = "A5 (Kokiri Forest)" }
map{ id = "out/a6", description = "A6 (Parapa Valley)" }
map{ id = "out/a7", description = "A7 (Parapa Town)" }
map{ id = "out/a8", description = "A8 (Sea)" }
map{ id = "out/a9", description = "A9 (Sea)" }
map{ id = "out/b1", description = "B1 (West Mountains)" }
map{ id = "out/b2", description = "B2 (Sanctuary)" }
map{ id = "out/b3", description = "B3 (Kakariko Village)" }
map{ id = "out/b4", description = "B4 (Sacred Grove, Forest Temple)" }
map{ id = "out/b5", description = "B5 (Gerudo Desert, Desert Palace)" }
map{ id = "out/b6", description = "B6 (Parapa Valley)" }
map{ id = "out/b7", description = "B7 (Parapa Bay)" }
map{ id = "out/b8", description = "B8 (Sea)" }
map{ id = "out/b9", description = "B9 (Sea)" }
map{ id = "out/c1", description = "C1 (West Mountains)" }
map{ id = "out/c2", description = "C2 (Hyrule Field)" }
map{ id = "out/c3", description = "C3 (Hyrule Field)" }
map{ id = "out/c4", description = "C4 (Gerudo Village)" }
map{ id = "out/c5", description = "C5 (Gerudo Desert)" }
map{ id = "out/c6", description = "C6 (Gerudo River)" }
map{ id = "out/c7", description = "C7 (Miracles Coast)" }
map{ id = "out/c8", description = "C8 (Sea)" }
map{ id = "out/c9", description = "C9 (Sea)" }
map{ id = "out/d1", description = "D1 (Death Mountains)" }
map{ id = "out/d2", description = "D2 (Hyrule Field)" }
map{ id = "out/d3", description = "D3 (Hyrule Field)" }
map{ id = "out/d4", description = "D4 (Hyrule Field)" }
map{ id = "out/d5", description = "D5 (Hyrule Field)" }
map{ id = "out/d6", description = "D6 (Hyrule Field)" }
map{ id = "out/d7", description = "D7 (Miracles Coast)" }
map{ id = "out/d8", description = "D8 (Sea)" }
map{ id = "out/d9", description = "D9 (Sea)" }
map{ id = "out/e1", description = "E1 (Death Mountains)" }
map{ id = "out/e2", description = "E2 (Hyrule Field)" }
map{ id = "out/e3", description = "E3 (North West Castle)" }
map{ id = "out/e4", description = "E4 (Hyrule Field)" }
map{ id = "out/e5", description = "E5 (Hyrule Field, Vah'Naboris)" }
map{ id = "out/e6", description = "E6 (Hyrule Field)" }
map{ id = "out/e7", description = "E7 (Miracles Coast)" }
map{ id = "out/e8", description = "E8 (Miracles Coast)" }
map{ id = "out/e9", description = "E9 (Sea)" }
map{ id = "out/f1", description = "F1 (Death Mountain, Dodongo's Cavern)" }
map{ id = "out/f2", description = "F2 (Hyrule Field)" }
map{ id = "out/f3", description = "F3 (North West Castle)" }
map{ id = "out/f4", description = "F4 (Castle Town)" }
map{ id = "out/f5", description = "F5 (Hyrule Field)" }
map{ id = "out/f6", description = "F6 (Hyrule Field)" }
map{ id = "out/f7", description = "F7 (Great Swamp)" }
map{ id = "out/f8", description = "F8 (Miracles Coast)" }
map{ id = "out/f9", description = "F9 (Sea)" }
map{ id = "out/g1", description = "G1 (East Mountains, Cesar's Peak)" }
map{ id = "out/g2", description = "G2 (East of the Castle)" }
map{ id = "out/g3", description = "G3 (Hyrule Field)" }
map{ id = "out/g4", description = "G4 (Hyrule Field, Temple of Time)" }
map{ id = "out/g5", description = "G5 (Hyrule Field)" }
map{ id = "out/g6", description = "G6 (Hyrule Field)" }
map{ id = "out/g7", description = "G7 (Garnet Coast)" }
map{ id = "out/g8", description = "G8 (Garnet Coast)" }
map{ id = "out/g9", description = "G9 (Sea)" }
map{ id = "out/h1", description = "H1 (East Mountains)" }
map{ id = "out/h2", description = "H2 (Zora River)" }
map{ id = "out/h3", description = "H3 (East Swamp)" }
map{ id = "out/h4", description = "H4 (Lon Lon Ranch, needs to be redone with better graphics)" }
map{ id = "out/h5", description = "H5 (Hyrule Field)" }
map{ id = "out/h6", description = "H6 (Flower house)" }
map{ id = "out/h7", description = "H7 (Miracles Coast)" }
map{ id = "out/h8", description = "H8 (Sea)" }
map{ id = "out/h9", description = "H9 (Sea)" }
map{ id = "out/i1", description = "I1 (Snowpeaks, Ice Temple) tile ladder snow appears after torch lit" }
map{ id = "out/i2", description = "I2 (Zora Forest)" }
map{ id = "out/i3", description = "I3 (Cordinia Town)" }
map{ id = "out/i4", description = "I4 (Haunted Forest)" }
map{ id = "out/i5", description = "I5 (Hyrule Field)" }
map{ id = "out/i6", description = "out/i6" }
map{ id = "out/i7", description = "I7 (Forests Coast)" }
map{ id = "out/i8", description = "I8 (Sea)" }
map{ id = "out/i9", description = "I9 (Sea)" }
map{ id = "out/j1", description = "J1 (Snowpeaks)" }
map{ id = "out/j2", description = "J2 (Zora Forest)" }
map{ id = "out/j3", description = "J3 (Zora Forest)" }
map{ id = "out/j4", description = "J4 (Hyrule Field)" }
map{ id = "out/j5", description = "J5 (Faron Woods)" }
map{ id = "out/j6", description = "J6 (Faron Woods)" }
map{ id = "out/j7", description = "J7 (Faron Woods)" }
map{ id = "out/j8", description = "J8 (Sea)" }
map{ id = "out/j9", description = "J9 (Sea)" }
map{ id = "out/k1", description = "K1 (Zora Village)" }
map{ id = "out/k2", description = "K2 (Zora River)" }
map{ id = "out/k3", description = "K3 (Rito Village)" }
map{ id = "out/k4", description = "K4 (Woods Coast)" }
map{ id = "out/k5", description = "K5 (Faron Woods)" }
map{ id = "out/k6", description = "K6 (Faron Woods)" }
map{ id = "out/k7", description = "K7 (Faron Woods)" }
map{ id = "out/k8", description = "K8 (Sea)" }
map{ id = "out/k9", description = "K9 (Sea)" }
map{ id = "out/l1", description = "L1 (Zora Falls)" }
map{ id = "out/l2", description = "L2 (Zora River)" }
map{ id = "out/l3", description = "L3 (Sea)" }
map{ id = "out/l4", description = "L4 (Sea)" }
map{ id = "out/l5", description = "L5 (Sea)" }
map{ id = "out/l6", description = "L6 (Sea)" }
map{ id = "out/l7", description = "L7 (Sea)" }
map{ id = "out/l8", description = "L8 (Sea)" }
map{ id = "out/l9", description = "L9 (Eventide Island, Forgotten Temple)" }
map{ id = "out/m1 - n2", description = "M1 - N2 (North Korea)" }

tileset{ id = "Full Hyrule", description = "Full Hyrule" }
tileset{ id = "absolute_dungeon_01", description = "Yellow" }
tileset{ id = "absolute_dungeon_02", description = "Blue" }
tileset{ id = "absolute_dungeon_03", description = "Light Brown" }
tileset{ id = "absolute_dungeon_04", description = "Green" }
tileset{ id = "absolute_dungeon_05", description = "Yellow Brown" }
tileset{ id = "absolute_dungeon_06", description = "Pink" }
tileset{ id = "absolute_dungeon_07", description = "Dark Brown" }
tileset{ id = "absolute_dungeon_08", description = "Grey Brown" }
tileset{ id = "absolute_dungeon_09", description = "Grey" }
tileset{ id = "absolute_dungeon_10", description = "Light Green" }
tileset{ id = "absolute_dungeon_11", description = "Light Blue" }
tileset{ id = "absolute_dungeon_12", description = "Grey Blue" }
tileset{ id = "absolute_dungeon_13", description = "Grey Pink" }
tileset{ id = "absolute_dungeon_14", description = "Dark Yellow" }
tileset{ id = "absolute_dungeon_15", description = "Purple" }
tileset{ id = "absolute_dungeon_16", description = "Yellow Grey" }
tileset{ id = "absolute_dungeon_17", description = "Dark Grey" }
tileset{ id = "absolute_dungeon_18", description = "Black" }
tileset{ id = "absolute_dungeon_19", description = "Water Blue" }
tileset{ id = "absolute_dungeon_20", description = "Red" }
tileset{ id = "absolute_dungeon_21", description = "Blue Purple" }
tileset{ id = "absolute_dungeon_22", description = "Turquoise" }
tileset{ id = "absolute_dungeon_23", description = "Light Yellow" }
tileset{ id = "desert", description = "Gerudo Desert" }
tileset{ id = "dungeon_minimap", description = "Dungeon minimap" }
tileset{ id = "outside_additions", description = "Outside Additions" }
tileset{ id = "outside_buildings", description = "Outside Buildings" }
tileset{ id = "outside_main", description = "Outside Main" }
tileset{ id = "outside_minimap", description = "Outside minimap" }
tileset{ id = "outside_special", description = "outside_special" }

sprite{ id = "console/cursor", description = "Cursor" }
sprite{ id = "console/icons", description = "Icons" }
sprite{ id = "enemies/arrow", description = "Arrow" }
sprite{ id = "enemies/boss/agahnim", description = "Agahnim" }
sprite{ id = "enemies/boss/agahnim_fake", description = "Agahnim (Fake)" }
sprite{ id = "enemies/boss/agahnim_lightning", description = "Agahnim lightning" }
sprite{ id = "enemies/boss/armos_big", description = "Big Armos" }
sprite{ id = "enemies/boss/armos_knight", description = "Armos knight" }
sprite{ id = "enemies/boss/desert_lanmola", description = "Desert Lanmola" }
sprite{ id = "enemies/boss/desert_lanmola/body", description = "enemies/boss/desert_lanmola/body" }
sprite{ id = "enemies/boss/desert_lanmola/dust", description = "enemies/boss/desert_lanmola/dust" }
sprite{ id = "enemies/boss/desert_lanmola/tail", description = "enemies/boss/desert_lanmola/tail" }
sprite{ id = "enemies/boss/fireball_blue_small", description = "Small blue fireball" }
sprite{ id = "enemies/boss/fireball_red_big", description = "Big red fireball" }
sprite{ id = "enemies/boss/fireball_simple", description = "Simple Fireball" }
sprite{ id = "enemies/boss/fireball_small", description = "Small Fireball" }
sprite{ id = "enemies/boss/fireball_triple", description = "Triple Fireball" }
sprite{ id = "enemies/boss/ganonnn", description = "ganonnn" }
sprite{ id = "enemies/boss/helmasaur_king", description = "Helmasaur King" }
sprite{ id = "enemies/boss/helmasaur_king_mask", description = "Helmasaur King Mask" }
sprite{ id = "enemies/boss/lanmola", description = "enemies/boss/lanmola" }
sprite{ id = "enemies/boss/lanmola_body", description = "enemies/boss/lanmola_body" }
sprite{ id = "enemies/boss/lanmola_tail", description = "enemies/boss/lanmola_tail" }
sprite{ id = "enemies/boss/moldorm", description = "Moldorm" }
sprite{ id = "enemies/boss/moldorm_components/body_1", description = "Moldorm body 1" }
sprite{ id = "enemies/boss/moldorm_components/body_2", description = "Moldorm body 2" }
sprite{ id = "enemies/boss/moldorm_components/body_3", description = "Moldorm body 3" }
sprite{ id = "enemies/boss/moldorm_components/tail", description = "Moldorm tail" }
sprite{ id = "enemies/boss/poe_big", description = "Big Poe" }
sprite{ id = "enemies/boss/projectiles/axe_unused", description = "Axe (Unused)" }
sprite{ id = "enemies/boss/spectral_ganon", description = "Spectral Ganon" }
sprite{ id = "enemies/boss/tentacle_boss", description = "Tentacle Boss" }
sprite{ id = "enemies/dungeons/arm_mimic", description = "Arm Mimic" }
sprite{ id = "enemies/dungeons/arrow_target", description = "Arrow Target" }
sprite{ id = "enemies/dungeons/bari_blue", description = "Blue Bari" }
sprite{ id = "enemies/dungeons/bari_green", description = "Green Bari" }
sprite{ id = "enemies/dungeons/bari_mini", description = "Mini Bari" }
sprite{ id = "enemies/dungeons/bari_purple", description = "Purple Bari" }
sprite{ id = "enemies/dungeons/bari_red", description = "Red Bari" }
sprite{ id = "enemies/dungeons/bari_yellow", description = "Yellow Bari" }
sprite{ id = "enemies/dungeons/beamos", description = "Beamos" }
sprite{ id = "enemies/dungeons/blue_dogman", description = "Blue Dogman" }
sprite{ id = "enemies/dungeons/bubble_blue", description = "Blue Bubble" }
sprite{ id = "enemies/dungeons/bubble_green", description = "Green Bubble" }
sprite{ id = "enemies/dungeons/bubble_grey", description = "Grey Bubble" }
sprite{ id = "enemies/dungeons/bubble_red", description = "Red Bubble" }
sprite{ id = "enemies/dungeons/bubble_white", description = "White Bubble" }
sprite{ id = "enemies/dungeons/bubble_yellow", description = "Yellow Bubble" }
sprite{ id = "enemies/dungeons/cannonball", description = "Cannonball" }
sprite{ id = "enemies/dungeons/cannonball_big", description = "Big Cannonball" }
sprite{ id = "enemies/dungeons/chain_and_ball", description = "Chain and Ball" }
sprite{ id = "enemies/dungeons/death_ball", description = "Death Ball" }
sprite{ id = "enemies/dungeons/dodongo", description = "Dodongo" }
sprite{ id = "enemies/dungeons/evil_tile2", description = "Evil Tile 2" }
sprite{ id = "enemies/dungeons/evil_tile3", description = "Evil Tile 3" }
sprite{ id = "enemies/dungeons/evil_tile4", description = "Evil Tile 4" }
sprite{ id = "enemies/dungeons/eyegore_statue", description = "Eyegore Statue" }
sprite{ id = "enemies/dungeons/fireball", description = "Circular moving fireball" }
sprite{ id = "enemies/dungeons/fireball_animated", description = "Animated fireball" }
sprite{ id = "enemies/dungeons/firebar", description = "Fire bar (for use in editor only)" }
sprite{ id = "enemies/dungeons/flame_red_fixed", description = "Fixed red flame" }
sprite{ id = "enemies/dungeons/flying_tile", description = "Evil Tile 1" }
sprite{ id = "enemies/dungeons/gel", description = "Gel" }
sprite{ id = "enemies/dungeons/gibdo", description = "Gibdo" }
sprite{ id = "enemies/dungeons/gohma", description = "Gohma" }
sprite{ id = "enemies/dungeons/goriya_green", description = "Green Goriya" }
sprite{ id = "enemies/dungeons/goriya_red", description = "Red Goriya" }
sprite{ id = "enemies/dungeons/hardhat_beetle_blue", description = "Blue Hardhat Beetle" }
sprite{ id = "enemies/dungeons/hardhat_beetle_red", description = "Red Hardhat Beetle" }
sprite{ id = "enemies/dungeons/helmasaur_blue", description = "Blue Helmasaur" }
sprite{ id = "enemies/dungeons/helmasaur_green", description = "Green Helmasaur" }
sprite{ id = "enemies/dungeons/helmasaur_purple", description = "Purple Helmasaur" }
sprite{ id = "enemies/dungeons/helmasaur_red", description = "Red Helmasaur" }
sprite{ id = "enemies/dungeons/hooded_stalfos", description = "Hooded Stalfos" }
sprite{ id = "enemies/dungeons/hover", description = "Hover" }
sprite{ id = "enemies/dungeons/keese", description = "Keese" }
sprite{ id = "enemies/dungeons/keese_dark", description = "Dark Keese" }
sprite{ id = "enemies/dungeons/keese_elec", description = "Electric Keese" }
sprite{ id = "enemies/dungeons/keese_fire", description = "Fire Keese" }
sprite{ id = "enemies/dungeons/keese_ice", description = "Ice Keese" }
